"occasion,Christmas,Yule,December_25th,Dec_25,December_25"
"occasion,Graduation,commencement,graduate,grad,graduating"
"occasion,Wedding,bridesmaid,groom,bride,best_man"
"occasion,Congratulations,success,award"
"occasion,Mothers_Day,Moms_Day,Mums_Day,Mothering_Sunday"
"occasion,Birthday,birth day,bday,b-day"
"occasion,Funeral,celebration_of_life,Shiva,wake,sympathy,grief,sorrow,condolences"
"occasion,Retirement"
"occasion,Anniversary"
"occasion,Get_Well,hospital,cancer,disease,ill,sickness"
"occasion,Valentines_Day,heart_day,February_14th,Feb_14,valentines"
"relationship,partner"
"relationship,couple"
"relationship,friend,BFF,acquaintance,associate,colleague,coach,teacher,neighbor"
"relationship,relative,sister,brother,grandma,grandpa,grannie,granny,uncle,aunt"
"relationship,father,dad,daddy,pops"
"relationship,mother,mom,mum,mommy,momsie,mama"
"relationship,boyfriend,beau"
"relationship,husband"
"relationship,girlfriend,GF,fiancee"
"relationship,wife"
